id, x, y8339, 2.496, 2.271 
5989, 2.350, 2.425 
5982, 1.667, -0.972 
5983, 4.504, -1.954 
5980, 4.745, -2.059 
5986, 1.683, -0.943 
5984, 4.507, -1.955 
7517, 6.945, -6.119 
7516, 5.908, -4.746 
7515, 5.523, -4.342 
7514, 5.467, -4.273 
7513, 6.826, -5.947 
7512, 7.486, -6.873 
7511, -4.479, -0.436 
7510, -4.479, -0.436 
7519, 6.378, -5.437 
7518, 6.458, -5.533 
6357, 3.425, 4.928 
6150, 4.833, -3.559 
6151, 1.263, 0.955 
6158, 1.625, -0.739 
6159, 2.196, -1.235 
6797, 2.641, 3.500 
6795, 0.295, 1.602 
6792, 0.944, -0.741 
6793, 0.944, -0.741 
8307, 2.525, 1.924 
6791, 0.944, -0.741 
6721, -3.228, -0.779 
5854, -0.045, -0.275 
5855, 3.278, -1.840 
5856, 3.268, -1.836 
5857, 3.268, -1.836 
5850, -0.272, -1.861 
5851, -0.272, -1.861 
5852, 3.274, -1.839 
5853, 3.274, -1.839 
5858, 3.266, -1.836 
5859, 3.268, -1.836 
6726, -6.240, -0.823 
6725, -4.567, -1.240 
6358, -0.272, -1.860 
6359, 0.607, 3.205 
5488, -5.724, -0.633 
6194, 0.555, 1.650 
7889, 1.344, -0.795 
8755, -4.663, 0.739 
7881, 0.971, 0.457 
7880, 0.201, 1.826 
7883, 0.971, 0.457 
7882, 0.971, 0.457 
8204, 2.304, 1.945 
8304, 1.581, -0.677 
5821, 1.550, -0.999 
6588, 0.933, 0.902 
9528, 1.425, 1.245 
7995, 2.324, 1.551 
9258, -3.356, -0.323 
9259, -4.312, -0.394 
9524, 1.501, 1.279 
9525, 1.520, 1.222 
9526, 1.425, 1.245 
9527, 1.501, 1.279 
9252, -4.513, -0.514 
9521, 3.665, 2.368 
9250, -4.758, -0.718 
9251, -4.743, -0.717 
8200, 2.801, 1.651 
7861, 1.549, -0.688 
7860, 3.606, 1.887 
8753, -4.663, 0.739 
9434, 3.032, 2.103 
7869, 2.585, 1.130 
8092, 1.002, 2.077 
6198, 1.148, 2.863 
6199, 1.384, 0.615 
9411, 2.812, -1.304 
9412, 2.812, -1.304 
6371, 4.834, -3.560 
6372, 4.833, -3.559 
6373, 2.375, -1.138 
9340, -2.731, 0.657 
9342, -2.654, 0.700 
9638, 1.691, 0.485 
9639, 1.462, 0.334 
9635, 3.024, 1.535 
8941, -0.486, -0.727 
8940, -0.866, -0.785 
8942, -1.618, 0.645 
8945, -4.135, -0.218 
8944, -4.869, 1.132 
8947, -4.280, 0.023 
8946, -4.199, -0.083 
8948, -4.390, -0.323 
9347, 2.497, 2.432 
7261, 2.365, -1.653 
7260, 3.445, 0.322 
7263, 2.534, 1.518 
7262, 2.536, 1.285 
6204, 1.558, -0.686 
6205, 1.480, -0.840 
6206, 1.515, -0.876 
6207, 1.421, -0.758 
6200, 1.427, 0.576 
6201, 1.009, 1.883 
6203, 0.774, 1.582 
6208, 3.088, -0.208 
6209, -4.416, -0.430 
5407, 0.578, 2.511 
6808, 0.944, -0.741 
6809, 3.665, 2.368 
6806, 1.587, -0.674 
6807, 1.589, -0.673 
6804, 1.582, -0.677 
6805, 1.586, -0.675 
7148, 2.061, -0.469 
9619, 0.160, 2.341 
5182, -5.708, -0.633 
5183, 3.562, 1.491 
5181, 0.427, 2.374 
5186, 3.307, 1.779 
5187, 2.728, 1.953 
5185, 3.144, 1.902 
5188, 3.749, 1.139 
5189, 2.980, 1.855 
6485, 4.328, -1.880 
8837, -4.034, -0.377 
8830, 1.576, -0.679 
9598, 1.393, 0.629 
8975, -4.768, 0.703 
7678, 0.775, 0.922 
7679, 0.580, 1.301 
7676, 1.041, 1.537 
7677, 1.207, 0.541 
7674, 0.375, 1.473 
7672, 1.061, 0.573 
7673, 0.646, 0.972 
5458, -5.525, -0.593 
5459, 8.788, -8.566 
7078, 2.273, -1.082 
5450, 3.484, 0.377 
5451, 3.492, 2.252 
7076, 1.930, 0.137 
5453, -5.525, -0.593 
5454, 3.665, 1.439 
5455, 3.742, 1.576 
5456, 3.733, 1.580 
5457, -5.356, -0.533 
6976, 0.853, 2.395 
8162, 2.286, 2.121 
6974, 0.292, 1.444 
8160, 2.913, 2.279 
6972, 3.544, 0.551 
8165, 2.419, 2.362 
8164, 2.671, 2.453 
8169, 1.638, -0.565 
6978, 0.853, 2.395 
6979, 1.039, 2.205 
5533, -0.256, -0.791 
5532, -0.043, -0.676 
5531, -0.114, -0.597 
5530, -0.187, -0.613 
5537, 1.052, -0.865 
5536, 1.055, -0.863 
5535, 1.047, -0.866 
5534, 0.687, -0.959 
5538, 1.065, -0.860 
9659, 1.711, -0.580 
7188, 1.538, -0.687 
8764, -4.665, 0.739 
8767, -4.665, 0.739 
8766, -4.665, 0.739 
8761, -4.664, 0.739 
8760, -4.664, 0.739 
8763, -4.665, 0.739 
8762, -4.665, 0.739 
7182, -4.479, -0.436 
8769, -4.665, 0.739 
8768, -4.665, 0.739 
7187, 2.332, -1.347 
8387, -4.479, -0.436 
8385, -0.671, 0.688 
8686, 1.653, -0.534 
8019, 2.935, 2.690 
8018, 3.003, 2.780 
8545, 2.567, -1.880 
8544, 2.607, -1.933 
8015, 1.636, -0.470 
8011, 1.633, -0.468 
8010, 2.064, -0.013 
5737, -0.652, -0.466 
6571, 3.184, 1.979 
7451, -4.479, -0.436 
6578, 4.588, -1.988 
6579, 3.739, -0.902 
5100, 1.115, 2.573 
5621, -5.494, -0.186 
5620, -5.379, -0.562 
7694, -5.618, -0.610 
7695, -5.825, -0.653 
7696, -5.384, -0.279 
7691, -5.550, 0.492 
7692, -5.384, -0.279 
7693, -5.716, -0.628 
8498, 2.495, 2.486 
6417, 6.554, -5.728 
8684, 0.888, 0.844 
5995, 1.665, -0.968 
5994, 2.719, 3.512 
5997, 1.859, 0.916 
5996, -0.272, -1.861 
5991, 1.906, -0.301 
5990, 0.701, 1.558 
5993, 1.568, -0.682 
5992, 2.377, 2.559 
5999, 1.859, 0.916 
8685, 1.930, -0.072 
6534, -0.272, -1.861 
7522, 7.118, -6.325 
7523, 6.562, -5.654 
7520, 7.489, -6.871 
7521, 5.904, -4.743 
7526, 2.401, 0.450 
7527, 1.951, -0.328 
7524, -4.479, -0.436 
7525, -0.442, 2.162 
5667, -4.308, -0.657 
7528, 1.956, -0.296 
7529, 1.450, -1.049 
6533, -0.272, -1.861 
9058, 1.085, -0.854 
6530, -0.272, -1.861 
5664, -0.272, -1.861 
5079, -0.272, -1.861 
6142, 0.620, -0.670 
6141, 2.204, 3.254 
6147, 0.620, -0.670 
6145, -5.435, -0.338 
6144, 2.203, 3.250 
6148, 2.622, -1.563 
6785, 1.141, -0.614 
6784, 0.944, -0.741 
6787, 0.649, -0.780 
6786, -0.652, -0.466 
5847, 0.701, 1.558 
5845, 2.649, 4.187 
5844, -5.783, -0.645 
5841, 1.550, -0.999 
5849, -0.272, -1.861 
7713, 6.160, -5.190 
5499, -1.843, -0.124 
5721, -5.671, -0.627 
5203, 1.655, 1.309 
5542, 0.117, -0.824 
9048, 0.650, -0.728 
7493, 2.853, 4.093 
9249, -4.924, -0.518 
9537, 6.458, -5.507 
9240, -0.272, -1.861 
9765, 2.032, 0.294 
9532, 0.914, -0.746 
7852, 1.739, 1.534 
9043, 1.539, -0.682 
7850, -4.649, -0.476 
7851, 0.730, 1.563 
7857, 1.987, 2.227 
9042, 0.036, 0.343 
7859, 3.606, 1.887 
4828, -6.091, -1.079 
4829, -7.832, -1.539 
4827, -7.832, -1.539 
5494, -1.876, 0.108 
7980, 0.630, -0.734 
7982, 0.705, -0.731 
7984, 1.543, -0.680 
6362, 0.752, 3.144 
9560, -1.380, 2.915 
7040, 0.998, 2.277 
9335, -4.660, -0.309 
9337, -4.762, -0.209 
9336, -4.765, -0.205 
9339, -2.481, 0.717 
9338, -4.945, -0.046 
9629, 3.624, 0.990 
9622, 1.551, 0.488 
9624, 1.646, 2.940 
7218, 5.902, -4.742 
7219, 1.549, 1.267 
7210, 5.909, -4.748 
7211, 1.507, 2.420 
7213, 1.308, 1.998 
7214, 1.583, -0.674 
7215, -2.772, 2.873 
7216, -5.873, -0.911 
7217, -5.816, -0.892 
6217, 0.971, -0.527 
6216, -5.435, -0.338 
6215, 1.951, -0.788 
6213, 1.494, 1.207 
6212, 1.602, 1.090 
6211, 1.623, -0.657 
6210, -7.984, -2.469 
6219, 1.097, -0.533 
6811, 1.629, -0.665 
6810, 1.698, -0.634 
6813, 1.639, -0.666 
6812, 1.641, -0.666 
6814, 0.509, -0.663 
6816, 1.640, -0.666 
9757, -0.777, -0.992 
9756, -0.941, -0.911 
9751, -0.831, -1.059 
7324, -5.830, -0.649 
7325, 1.547, -0.673 
7327, 1.618, -0.653 
5199, -3.092, -0.655 
7321, 3.756, 1.545 
7323, -1.264, -0.854 
5197, 3.703, 1.394 
5196, 2.634, 0.654 
5191, 0.780, -0.758 
5190, 2.980, 1.855 
8848, -4.697, 0.729 
8849, -4.655, 0.738 
8841, -5.212, 1.195 
8842, -4.655, 0.738 
8843, -4.656, 0.738 
8844, -4.665, 0.739 
8845, -4.665, 0.739 
8846, -4.666, 0.739 
8847, -4.693, 0.732 
7661, -5.830, -0.654 
7660, -5.847, -0.659 
7663, -5.483, 0.494 
7662, -4.844, -0.104 
7665, 1.871, 0.491 
7666, 1.790, 2.292 
5449, 3.588, 1.055 
8850, -4.662, 0.739 
5443, 2.344, -0.277 
5442, -3.371, -0.373 
5441, 3.716, 1.406 
5440, 4.935, -2.146 
5447, 3.507, 0.825 
5446, 3.557, 0.957 
7061, 2.569, 2.112 
7060, 1.630, -0.572 
5893, -5.435, -0.338 
6960, 0.268, 1.581 
6963, 1.417, 0.947 
6962, 1.906, -0.035 
5896, -5.655, -0.829 
8158, 2.828, 2.219 
8159, 2.911, 2.294 
8156, 2.959, 2.339 
8157, 2.829, 2.219 
7599, 2.578, 3.978 
8620, 0.502, 0.202 
8153, 3.483, -1.654 
8150, 2.859, 2.282 
8151, 3.316, -1.601 
5508, -5.222, 0.691 
5509, -5.414, -0.551 
5505, -1.419, -0.668 
7884, 0.971, 0.457 
8712, 1.523, -0.649 
8713, -4.794, 0.703 
8717, 1.875, 0.111 
8718, -4.664, 0.739 
8719, 1.869, -0.492 
7197, 1.557, -0.677 
7195, 3.073, -1.508 
7567, -4.479, -0.436 
6400, -4.567, -1.240 
8028, 2.256, -1.259 
9986, 3.472, -0.063 
8189, -5.742, -0.638 
9984, 3.595, -0.020 
8021, 3.005, 2.307 
8026, 2.825, 2.504 
8027, 3.018, 2.032 
8536, 2.612, 2.223 
8537, 2.617, 2.221 
7441, 3.136, 0.334 
7440, 3.044, 0.178 
5618, -4.943, -0.758 
7442, 3.994, -2.632 
7445, 3.360, 0.795 
6404, 3.189, 0.477 
7447, 5.231, -4.070 
7446, 3.238, 0.257 
7449, 5.629, -4.463 
7448, 6.615, -5.715 
6567, 1.573, -0.680 
5611, -5.467, -0.837 
6561, 1.540, -0.691 
6560, 1.573, -0.680 
6563, 2.240, 2.172 
6562, 1.506, -0.709 
7686, 1.010, 0.495 
7685, -5.632, 0.871 
7684, -4.705, 0.134 
7681, -4.479, -0.436 
7680, -2.715, 0.693 
6408, -0.272, -1.861 
9155, 0.096, -0.888 
5714, -0.272, -1.861 
6467, 0.135, 3.451 
5557, -4.509, -0.620 
8180, 1.562, -0.658 
8444, 1.759, -0.911 
8441, 1.468, -0.454 
8442, 1.468, -0.454 
5710, -0.272, -1.861 
9152, -0.059, -0.939 
9256, -4.505, -0.500 
7539, -4.479, -0.436 
7538, 2.354, -1.290 
9257, -3.644, -0.345 
7535, 2.719, 0.873 
7534, 2.863, 1.301 
7537, 1.575, -0.801 
7536, 2.182, 0.092 
7531, 1.560, -0.817 
7530, 1.450, -1.043 
7533, 2.843, 1.404 
7532, 2.863, 1.301 
9520, 3.665, 2.368 
9253, -4.345, -0.658 
9522, 1.829, 1.277 
6178, 2.498, -0.160 
6176, 0.552, 1.653 
6177, 2.339, 2.996 
6172, 1.470, -0.729 
6170, 1.490, -0.723 
6171, 1.501, -0.719 
6777, -0.166, 1.834 
5872, 1.489, 1.382 
5873, 1.481, 1.391 
5870, 1.574, -0.647 
5871, 3.268, -1.836 
5876, 3.268, -1.836 
9961, -1.003, -0.878 
5874, 1.470, -0.925 
9963, 1.835, 3.019 
5879, 1.481, 1.391 
5553, -5.582, -0.605 
5278, 0.388, -0.726 
5131, 1.248, 4.051 
7590, -4.784, 1.125 
9481, 6.948, -6.106 
8866, -5.165, 1.186 
7904, 1.145, 1.204 
9486, 2.316, 1.633 
5725, -6.018, -0.712 
6680, 1.197, -0.681 
6681, 1.072, -0.707 
6683, 1.197, -0.681 
6684, 0.723, -0.696 
6685, 0.663, -0.691 
7228, 3.550, 2.050 
5074, 3.321, -0.051 
9502, 1.599, -0.766 
9503, 1.571, -0.746 
7849, -4.363, -0.413 
7848, -4.265, -0.235 
7845, -5.697, -0.575 
7844, 2.848, -1.519 
7847, -5.008, -0.716 
7846, -5.747, -0.893 
7841, 2.383, 2.709 
7840, 2.166, 2.007 
7843, 1.713, -0.428 
4838, -1.365, 0.881 
6355, 1.897, 4.688 
6353, 2.071, -0.131 
4831, 1.193, -0.877 
4830, -6.241, -0.812 
4835, -1.365, 0.881 
4834, -0.272, -1.861 
4837, -0.272, -1.861 
4836, -0.272, -1.861 
7993, 2.052, 1.802 
6197, 1.666, -0.966 
6191, 2.336, 2.988 
9438, 2.524, 2.212 
9436, 2.365, 2.347 
7999, 2.142, 0.091 
9435, 2.361, 2.353 
9432, 3.156, 2.212 
9433, 2.989, 1.900 
9430, 3.096, 2.399 
9431, 2.939, 2.454 
9616, 2.876, 1.319 
9341, -2.671, 0.564 
9614, 2.876, 1.319 
9615, 2.810, 1.901 
9344, 2.443, 2.406 
9613, 2.669, 0.975 
9346, -0.272, -1.861 
5299, 7.533, -6.882 
9348, -0.272, -1.860 
9349, -0.272, -1.860 
5294, 3.285, 3.483 
5295, -0.272, -1.861 
5292, 0.879, -0.558 
5293, 3.209, 2.272 
5290, 7.044, -6.283 
5291, 1.464, -1.262 
9664, -0.272, -1.861 
9185, -1.151, -1.139 
5058, 3.515, 1.537 
9180, -0.042, -0.941 
9181, -0.503, -0.935 
5054, 3.518, 1.539 
5055, 3.508, 1.530 
5057, -0.272, -1.861 
5051, 1.524, -0.690 
5053, -0.272, -1.861 
7209, 5.910, -4.748 
7208, -4.479, -0.436 
9230, -0.272, -1.860 
8255, 3.273, 1.979 
7203, 1.875, -0.603 
7202, 1.872, -0.663 
7206, 1.618, -0.664 
7205, -0.216, 1.585 
7204, 0.293, 1.529 
8141, 1.544, -0.677 
6220, -5.435, -0.338 
6221, 3.509, -1.575 
6226, 1.942, 1.917 
6227, 1.961, 0.944 
6225, 2.086, 2.343 
6228, 1.771, 0.494 
6229, 2.151, 2.633 
6996, 2.836, -1.379 
8142, 2.888, 2.298 
8145, 2.891, 2.299 
6991, 3.495, 1.426 
9762, 0.053, 3.012 
9761, 2.032, 0.294 
9766, 3.955, -2.694 
8147, 2.897, 2.301 
9419, 1.535, -0.661 
9768, 0.053, 3.012 
9769, 0.053, 3.012 
9297, 1.462, -0.244 
9294, 1.917, 2.067 
9295, -0.272, -1.861 
4956, -6.465, -1.860 
8859, 0.585, -0.812 
8858, -3.197, 0.665 
4954, -4.848, -0.689 
8853, -4.678, 0.739 
8852, 1.535, -0.683 
8851, -4.662, 0.739 
4955, -5.845, -1.631 
8857, 1.535, -0.683 
8856, 1.529, -0.686 
8855, 1.535, -0.683 
8854, -4.678, 0.740 
5476, -5.525, -0.593 
5474, -5.582, -0.605 
5475, -5.682, -0.625 
5472, -5.618, -0.608 
5473, -5.563, -0.580 
5470, -3.265, -0.579 
5471, -5.041, -0.708 
5478, -3.426, -0.393 
5479, -2.409, 0.484 
6415, -0.272, -1.861 
5272, -5.437, -0.247 
7052, -7.984, -2.469 
7050, 0.334, 1.364 
7051, 1.028, 2.196 
7056, 2.857, -1.696 
5279, 0.751, 2.573 
7054, 1.105, -0.923 
7055, 2.588, -1.683 
9897, 2.823, 2.382 
9231, -0.272, -1.860 
8149, -4.479, -0.436 
8148, 2.891, 2.299 
6999, 1.638, -0.462 
8638, -1.158, -0.520 
8637, -5.049, -0.314 
8636, -4.919, -0.241 
8635, -2.646, -0.634 
6997, 2.504, -1.587 
6990, 2.024, 1.369 
8144, 2.889, 2.298 
6992, 1.573, -0.680 
8146, 2.889, 2.298 
5519, -5.390, 0.758 
5518, -5.296, 0.692 
5511, -5.112, -0.251 
5510, -5.256, -0.276 
5513, -5.358, -0.280 
5512, -4.857, -0.483 
5515, -5.283, -0.531 
5514, -5.170, -0.513 
5517, -5.341, -0.363 
5516, -5.192, -0.523 
6959, 0.861, 2.391 
8703, -4.360, -0.412 
8702, 1.040, 0.690 
8701, 0.308, 1.713 
8707, 1.460, 1.841 
8706, -0.410, 1.743 
8705, -4.843, -0.549 
8704, -3.841, -0.367 
8708, 1.902, -0.438 
8035, 1.724, -0.447 
8034, 2.083, 0.104 
8037, -5.965, -0.689 
8036, -5.703, -0.629 
8030, -5.220, -0.256 
8033, -0.851, 0.721 
8039, 1.922, 1.871 
8038, 1.496, 1.463 
9485, 2.590, 2.244 
5601, -6.025, -0.710 
5600, -6.025, -0.710 
5603, -0.272, -1.861 
5602, -0.272, -1.861 
9991, 2.372, 2.473 
8520, 1.240, 1.944 
8526, -4.520, 0.464 
6518, 1.866, -0.911 
6519, 2.372, -1.538 
6516, 2.667, 0.272 
9327, 2.311, 2.117 
6251, 1.682, -1.001 
5130, -5.195, -0.428 
8457, 2.751, 1.581 
8456, 2.535, 2.394 
8455, 2.247, 2.119 
8452, 1.282, -0.833 
6413, -0.272, -1.861 
6424, 1.021, 2.484 
6425, -4.567, -1.240 
6428, 0.129, 3.389 
7548, 2.571, -1.006 
7586, -5.872, 0.647 
8862, -3.131, 0.646 
7541, 3.455, 5.642 
7543, 2.010, -0.376 
7546, -5.755, -0.894 
6568, 1.573, -0.680 
7587, -5.109, 1.106 
6169, 1.986, -1.198 
6168, 1.605, -0.669 
6161, 1.569, -0.687 
6160, 2.069, -1.217 
6163, 2.196, -1.235 
6162, 1.568, -0.687 
6165, 1.597, -0.670 
6164, 1.605, -0.669 
6167, 1.573, -0.680 
6166, 2.196, -1.235 
6765, 0.944, -0.741 
6764, 0.502, -0.688 
6762, 0.944, -0.741 
9977, 1.596, 0.298 
9976, 1.596, 0.298 
9975, 1.596, 0.298 
9974, 0.723, 0.751 
5868, 1.550, -0.999 
9971, 1.510, 2.335 
9970, 1.401, 2.327 
5864, 3.268, -1.836 
5866, 3.265, -1.835 
5861, 1.278, 1.592 
5860, 1.287, 1.687 
5863, 3.268, -1.836 
5862, -0.272, -1.861 
6565, 1.573, -0.680 
8682, 0.887, 0.841 
9852, 3.468, 2.868 
8987, -5.198, 0.691 
6698, -0.475, 0.832 
7231, 3.250, 2.214 
6693, 4.785, -2.074 
8138, 2.887, 2.297 
6691, -0.475, 0.830 
6697, 1.573, -0.680 
6696, 4.662, -2.020 
6695, 4.644, -2.012 
8687, 1.576, -0.679 
6457, 4.496, -1.951 
7583, 2.039, 5.044 
6456, 4.529, -1.965 
7838, 1.687, -0.511 
7839, 1.713, -0.428 
5767, 1.067, 1.326 
7830, -5.124, -0.275 
7833, -5.049, -0.495 
8688, 1.576, -0.679 
7836, -4.341, -0.649 
6340, 4.833, -3.559 
6343, 0.743, 2.700 
5765, 1.565, -0.683 
6345, 4.608, -3.411 
6347, 0.644, 3.134 
6346, 4.833, -3.559 
9429, 2.518, 2.994 
6186, 1.550, -0.575 
6185, 0.973, 0.982 
6184, -0.272, -1.860 
6183, 2.008, -0.208 
6182, 2.115, 0.007 
6180, 2.118, -0.078 
9421, 0.861, -0.926 
9422, 1.536, -0.662 
6189, 2.118, -0.078 
9426, 3.048, 0.512 
9353, 1.573, -0.680 
9600, 2.681, 2.216 
9350, -0.272, -1.861 
5281, 0.982, -0.892 
9608, 3.021, 1.725 
9359, -0.272, -1.861 
