id, x, y 
9079, -2.695, -0.365 
9674, 1.937, -0.399 
9675, 2.004, -0.317 
9676, 1.607, 0.805 
9677, 1.607, 0.805 
9670, 2.450, -0.333 
9671, 2.529, 1.242 
9673, 2.318, 0.083 
9678, 1.607, 0.805 
9679, 2.050, 0.137 
6964, -0.123, -0.877 
8624, -2.891, 0.050 
8909, -2.516, 0.145 
8908, -1.940, -0.447 
8905, 0.304, -0.871 
8907, -1.958, -0.460 
8906, -0.929, 0.114 
8627, 1.356, 0.453 
8152, 2.017, -1.487 
6063, 0.687, -0.731 
5665, -3.051, -0.363 
6842, 2.079, 1.906 
6843, 2.079, 1.906 
6841, 1.305, 1.468 
6846, 2.079, 1.906 
4965, -4.256, 0.743 
5308, 2.749, 0.034 
5309, 1.386, -1.098 
5300, 1.777, 3.639 
5301, 0.744, 1.229 
5302, 1.506, 1.111 
5303, 4.036, -0.541 
5304, 2.595, 0.346 
5305, 1.646, -1.317 
5306, 2.261, 4.845 
5307, 1.811, 1.406 
7955, 1.115, 0.602 
6590, 0.820, 0.836 
6591, 1.287, 1.304 
6592, 1.124, 0.621 
6593, 2.449, -0.674 
6596, 0.574, 0.608 
6597, -0.243, 0.584 
6598, -1.417, -1.315 
6599, 1.193, 0.460 
5414, -0.524, -1.179 
5415, -0.353, -1.604 
7638, -2.732, -0.923 
5417, -0.862, -1.315 
5410, -0.062, -1.495 
5411, 0.203, -1.668 
5412, 0.432, -1.618 
5413, -0.110, -1.540 
7632, -2.656, -1.080 
7633, -3.037, -0.820 
7631, -2.755, -0.996 
5418, -1.303, -0.608 
5419, -1.410, -1.336 
7953, 1.119, 0.620 
7635, -3.035, -0.816 
9169, -0.538, 0.506 
5778, -3.587, 0.163 
6930, 0.584, 0.338 
6936, 0.194, -1.367 
8698, 1.213, 0.389 
6935, 0.637, 0.735 
8695, -2.446, -1.027 
6938, 0.170, -1.139 
6939, 0.161, -1.144 
5774, -3.592, 0.015 
8692, 1.142, 0.600 
7707, 2.979, 3.713 
5579, -2.944, -0.428 
5578, -2.899, -0.514 
5577, 1.041, 0.671 
5576, 1.007, 0.695 
5575, 1.041, 0.671 
5574, -3.024, -0.567 
5573, -3.011, -0.545 
5572, -2.961, -0.471 
5571, -3.180, -0.617 
5570, -3.192, -0.612 
6143, 1.257, 2.379 
9645, 0.858, -0.129 
8343, 1.251, -0.420 
8342, 1.040, 0.268 
8341, 1.250, -0.419 
8340, 1.251, -0.420 
8346, 1.039, 0.274 
8345, 0.069, -0.880 
8344, 1.250, -0.420 
9164, -0.630, 0.540 
9641, 0.947, -0.061 
9640, 0.883, -0.071 
7412, 1.282, 0.497 
7413, 1.282, 0.497 
7410, 1.299, 0.422 
7411, 2.434, 1.429 
7416, 1.421, 0.927 
7417, 1.321, 0.770 
7414, 1.120, 0.619 
7415, 1.120, 0.619 
7418, 1.385, 1.690 
7419, 2.800, 1.765 
8956, -3.285, -0.285 
8954, -3.306, -0.158 
9812, 0.339, -1.024 
6610, 1.672, -0.532 
6617, 2.310, -0.099 
6614, 0.202, -0.405 
5951, -2.201, -0.261 
5950, -2.524, -0.132 
5953, -2.068, -1.178 
5952, -3.785, 1.134 
5955, -3.470, 0.167 
5954, -2.524, -0.132 
5957, -2.521, -2.934 
5956, -2.707, 0.020 
5959, -4.365, -0.130 
5958, -2.430, -0.170 
5793, -2.524, -0.132 
7278, 0.667, -1.832 
5799, -3.046, -0.210 
5798, -2.654, -0.906 
7279, -2.527, -0.113 
9690, -2.418, -0.309 
8958, -2.738, -0.414 
6451, 1.257, 2.381 
5084, -2.425, -0.629 
6101, -2.524, -0.132 
9161, -0.706, 0.487 
9118, 1.127, 0.608 
9111, 1.087, 0.631 
9110, 0.597, -1.165 
9113, 1.069, 0.507 
9444, 1.620, -1.048 
9115, 1.033, 0.529 
9114, 1.051, 0.523 
9117, -3.365, -0.254 
9440, 1.450, -1.180 
7946, -0.892, -0.315 
4918, -3.498, 0.381 
4919, -4.461, 0.452 
4916, -3.567, 0.414 
4917, -4.466, 0.343 
4914, -2.747, -1.026 
5750, -2.934, -0.852 
6032, 1.211, 0.567 
6031, 1.536, 2.169 
6030, 1.536, 2.169 
6034, -0.838, -1.636 
9205, -2.210, -0.785 
5172, -3.791, 0.288 
5171, -3.791, 0.288 
5170, -3.794, 0.313 
9201, -2.209, -0.784 
9200, -2.208, -0.783 
5175, 0.858, -1.385 
5174, 0.875, -1.303 
5179, 0.016, -1.807 
5178, 0.873, -1.300 
9209, -2.890, -0.386 
9208, -2.892, -0.385 
8022, 2.266, -1.052 
7388, 1.956, 3.028 
7389, 3.711, -1.546 
8023, 2.408, -1.019 
7386, 1.149, -0.612 
8020, 2.122, -1.080 
8533, 1.100, 0.541 
9983, 1.145, -0.334 
6327, 1.114, 0.627 
6325, 1.119, 0.624 
6324, 1.119, 0.624 
6323, 1.102, 0.731 
8024, 2.122, -1.080 
9681, 2.610, -0.222 
9680, 2.457, -0.145 
4860, -3.596, 0.175 
8025, 1.872, -1.037 
4866, 1.577, -0.391 
6329, 1.115, 0.626 
6328, 1.114, 0.627 
9061, -0.485, 0.364 
9060, -0.093, 0.460 
9063, -0.116, 0.535 
9065, -0.085, 0.453 
9064, -0.254, 0.495 
5349, 0.378, -0.781 
9069, -2.504, -0.965 
7443, 2.348, 1.102 
5619, -2.933, -0.857 
9663, -2.544, -0.367 
9662, 1.455, 0.508 
9661, 0.767, 1.530 
9660, 1.150, 0.537 
9669, 2.466, -0.444 
7444, 2.371, 1.087 
7254, -3.349, -0.480 
7256, 1.866, -1.460 
7257, -2.527, -0.113 
7250, 2.069, -1.697 
7251, 2.105, -1.817 
7253, 0.941, -0.852 
4893, -3.601, 0.149 
7258, 1.654, 0.689 
7259, 1.940, 0.262 
8978, 1.088, 0.631 
8979, 0.623, 0.493 
6564, 1.086, 0.664 
8970, -3.113, -0.092 
8971, -2.435, -1.199 
8972, -2.231, -1.011 
8973, -3.090, -0.874 
8974, -3.603, -0.242 
5610, -3.175, -0.565 
8976, -1.953, -1.035 
8977, 0.552, -0.683 
9542, 0.602, -0.717 
5336, 1.086, -0.541 
5617, -2.944, -0.428 
5614, -3.176, -0.567 
7014, 0.279, -1.214 
5318, -3.199, -0.640 
5313, 2.000, -2.061 
5312, 1.773, -2.175 
5311, 1.145, -1.826 
5310, 1.701, -1.705 
5317, 0.391, -1.912 
5316, 0.805, -1.822 
5315, 1.105, -1.562 
5314, 1.599, -2.211 
8807, -1.943, -0.314 
9807, 1.643, 0.462 
8802, 0.398, 0.079 
8808, -1.940, -0.312 
8809, -1.803, -0.226 
7945, -0.074, 0.139 
6580, 0.925, 1.307 
6587, 0.507, -0.833 
8207, -3.257, -0.460 
8756, -2.153, 0.089 
8205, 1.990, -0.700 
8752, -2.152, 0.089 
8201, 1.990, -0.700 
7624, -3.262, -0.468 
7621, 0.871, 2.000 
7620, 0.868, 2.001 
7623, 0.920, 2.020 
7622, 0.920, 2.020 
9442, 1.519, -1.013 
9116, 1.028, -0.534 
7629, -2.880, -0.722 
9193, -1.971, -1.269 
5406, 0.451, -2.472 
5405, 0.877, -1.926 
5404, 1.004, -2.417 
5403, 1.433, -2.282 
5402, 1.776, -1.785 
5401, 0.805, -1.557 
5400, 2.046, -2.493 
5409, 0.767, -2.032 
5408, 0.884, -1.988 
5231, -3.371, -0.159 
6929, 0.584, 0.338 
6928, 0.584, 0.338 
6925, 1.153, 0.584 
8113, 1.021, -0.211 
6927, 2.831, -0.813 
6926, 0.194, -1.367 
8117, 0.999, -0.092 
9870, 2.279, -0.028 
8115, 0.750, 0.038 
5548, 0.920, 0.657 
7712, 2.875, 3.886 
7715, 2.870, 3.924 
7714, 2.855, 3.231 
7717, 2.859, 3.909 
7716, 2.871, 3.954 
7719, -2.527, -0.113 
7718, 2.868, 3.924 
5540, -0.276, 0.896 
5541, -0.285, 0.897 
5546, 0.863, 0.665 
5547, 0.833, 0.678 
5544, 0.105, 0.691 
5545, 0.878, 0.667 
8598, -0.511, 0.703 
8599, -0.714, 0.547 
8596, -0.460, 0.598 
8597, -0.290, 0.609 
8594, -2.741, 0.095 
8595, 0.041, 0.744 
8592, 1.407, -1.490 
8593, -0.215, 0.032 
8590, 2.430, -2.387 
8591, 1.265, -1.631 
8372, 1.906, -1.159 
8371, 1.424, -1.005 
9802, 2.172, 3.212 
8378, 1.111, 0.616 
8379, 0.761, 0.198 
5890, -2.287, -0.697 
5891, -2.825, -0.841 
8576, 0.509, 0.047 
8577, 0.522, 0.074 
8570, -0.207, -0.870 
8571, 0.305, -0.174 
8572, -0.324, 0.220 
5898, 0.656, 0.179 
5899, -2.524, -0.132 
8578, 0.499, 0.108 
7409, 1.282, 0.497 
7408, 2.580, 1.207 
7943, 0.521, 0.415 
5766, 1.929, 3.417 
6620, 2.504, -0.231 
6621, 1.622, 0.120 
9894, 1.763, -0.926 
9895, 2.735, -0.382 
6038, 2.313, -0.610 
9890, 1.584, -0.894 
9891, 0.801, 0.497 
9893, 1.586, -0.870 
9898, 1.767, -0.840 
9899, 1.731, -0.921 
7563, 1.205, 0.091 
9601, 0.318, -0.998 
6995, 1.082, 0.406 
6138, -2.939, -0.887 
6139, -2.939, -0.887 
8143, 1.254, -1.271 
6132, 1.500, 0.799 
6137, -2.944, -0.875 
6135, 1.620, 0.534 
5173, -2.984, 0.236 
9478, 3.117, 3.949 
9204, -2.897, -0.385 
9477, 2.685, 2.820 
9206, -2.211, -0.786 
5177, 0.963, -1.392 
5176, 0.336, -1.738 
6006, 1.762, -0.752 
6004, 1.536, 2.169 
6005, 1.357, -0.044 
6002, 1.473, 1.707 
6003, 1.473, 1.707 
6000, 1.536, 2.169 
6001, 1.210, 0.580 
4901, 2.144, 0.194 
4903, -5.326, 1.058 
9202, -2.210, -0.785 
4904, -3.402, -0.071 
8188, -3.247, -0.483 
9270, -2.414, -0.772 
9271, -2.700, -0.635 
9272, -2.717, -0.997 
9273, -2.824, -0.145 
9274, -2.572, -0.647 
9276, -0.280, -0.132 
9277, -0.168, -0.325 
9278, -2.963, -1.108 
9279, -2.743, -1.159 
5144, 1.554, 0.430 
5142, 0.457, 0.717 
5143, 0.842, 0.725 
5141, 1.044, 0.668 
7560, 0.355, -0.446 
7221, 0.589, -1.598 
8984, -2.214, -0.964 
7438, 1.141, 0.600 
5078, -3.154, -0.583 
7439, 1.129, 0.607 
6310, 1.139, 0.606 
8986, -2.304, -0.856 
5424, -3.431, -0.139 
7225, 0.855, -1.232 
8980, 0.610, 0.485 
9098, -1.549, -1.188 
8983, -0.989, 0.509 
9094, -3.269, -0.445 
7166, 0.698, -0.099 
9096, 1.049, 0.651 
7226, 1.991, -0.909 
9090, 0.295, -0.141 
9091, -0.013, -0.446 
9092, -3.239, -0.485 
5420, -1.340, -1.393 
9652, 0.895, -0.137 
9653, 0.801, -0.143 
9650, 0.605, -0.167 
9651, 0.856, -0.139 
9656, 2.505, -0.232 
9657, 3.033, 0.022 
9654, -1.694, -0.384 
9165, -0.592, 0.517 
9304, -2.911, 0.126 
9305, -2.934, 0.125 
9306, -2.709, -0.271 
7165, 0.702, -0.093 
9300, -0.131, -0.043 
9301, 0.886, 0.136 
6443, 1.150, 1.681 
9303, -2.833, -0.410 
7247, -2.527, -0.113 
5099, -1.339, -0.564 
7244, 0.301, -1.648 
7240, 0.817, -0.239 
7015, 1.115, 0.602 
8989, -2.193, -1.247 
5092, -0.920, -0.397 
5095, -1.312, -0.576 
5097, -1.339, -0.564 
8969, -2.484, -1.181 
8968, -2.732, -0.733 
9162, -0.375, 0.540 
9788, 3.171, 4.768 
8962, -1.784, -0.918 
8961, -2.839, -0.101 
8967, -3.021, -0.038 
8966, -3.112, -0.218 
8965, -2.802, -0.591 
8964, 0.861, 0.748 
6826, 1.153, 0.584 
6829, 1.225, -0.781 
5326, -3.074, -1.548 
5327, -3.074, -1.548 
5324, -3.074, -1.548 
5325, -3.074, -1.548 
5322, -3.074, -1.548 
5323, -3.128, 1.104 
5320, -2.626, 0.351 
5328, -3.128, 1.104 
5329, -2.467, 0.711 
8815, 1.222, -0.662 
8814, 1.082, 0.073 
8813, 1.128, 0.607 
8812, 1.128, 0.607 
8811, -2.236, -0.459 
8810, -2.236, -0.459 
8170, 1.116, 0.458 
8749, -2.152, 0.089 
8171, 1.124, 0.620 
8211, -3.145, -0.443 
8210, 2.268, 3.672 
8745, 0.595, -1.150 
8212, 1.990, -0.700 
8786, -1.795, -0.218 
8217, -2.833, -1.135 
7650, -3.035, -0.816 
7651, -2.723, -1.372 
7652, -2.077, -1.110 
7653, 1.307, 0.449 
7654, -2.709, -1.012 
7655, -3.417, -0.545 
7656, -3.395, -0.588 
7658, -2.709, -1.012 
7096, 2.310, 0.602 
7097, 2.310, 0.602 
5430, 2.234, 6.706 
9561, -0.454, -1.996 
5438, 0.497, 1.224 
5439, 0.869, -1.583 
9562, -0.463, -1.987 
9564, -0.453, -1.982 
6322, 1.096, 0.811 
8105, 0.271, -0.342 
8104, -2.527, -0.113 
8107, 2.931, 0.621 
8106, 0.328, -0.692 
8101, 0.122, 0.113 
9566, -0.463, -1.987 
8108, 0.948, -0.121 
5555, -2.991, -0.430 
5554, -2.983, -0.437 
6488, 0.467, -2.527 
6489, 0.281, 0.969 
5653, -3.176, -0.711 
9569, -0.459, -1.976 
6482, -5.888, 1.448 
6483, 2.743, 0.187 
9863, 1.690, -0.676 
6481, 1.045, 0.634 
5559, -2.993, -0.426 
9864, 1.731, -0.895 
6484, 0.490, 2.250 
9866, 1.731, -0.895 
9682, 2.144, 0.863 
8589, 0.250, 0.538 
8588, 0.533, -1.351 
8580, 0.522, 0.074 
8583, -1.041, 0.444 
8582, -2.527, -0.113 
8584, -0.295, 0.569 
8587, -0.790, 0.543 
8586, 0.367, 1.661 
5757, -2.282, -0.555 
8360, 1.249, -0.422 
6440, 1.256, 2.382 
8365, 1.285, -0.978 
8364, 1.234, -0.970 
8366, 1.410, -1.224 
8565, 1.027, 0.679 
8564, 0.203, -0.654 
8563, 0.070, -0.356 
5885, 1.545, 1.949 
8560, 0.193, -1.073 
5889, -2.287, -0.697 
5888, 1.545, 1.949 
6554, 1.478, 1.370 
6555, 1.124, 0.620 
6556, 1.105, 0.637 
6557, 1.102, 0.643 
6551, 2.470, -1.091 
6552, 1.113, 0.631 
6553, 1.118, 0.626 
5645, -3.157, -0.573 
6558, 0.955, 2.685 
6559, 0.955, 2.685 
7478, 2.174, -1.165 
7470, 1.036, 0.626 
9960, 1.663, 0.956 
7473, 2.813, 3.937 
5877, 2.293, -0.234 
9962, 1.220, -1.625 
5875, 2.504, -0.231 
6638, 0.930, 0.554 
5972, 0.760, 1.380 
6630, 1.190, 0.804 
6635, 0.894, 1.279 
6634, 1.758, -0.196 
9887, 2.279, -0.028 
7505, 1.081, -1.894 
9885, 1.051, 0.711 
7507, 1.155, -1.902 
9883, 0.583, 0.952 
7501, 1.186, -2.334 
7502, 1.150, 0.463 
7503, 0.088, 1.026 
5974, 0.425, 0.923 
7509, 1.062, -1.873 
6531, 0.750, 2.072 
6127, 0.196, -0.366 
6123, 0.195, -0.134 
6122, -2.944, -0.875 
4853, 1.090, 0.638 
6017, 0.876, 0.166 
6019, 1.644, 0.596 
7315, -2.527, -0.113 
7898, 1.194, 0.950 
7897, 1.194, 0.950 
7892, 1.630, -1.345 
7890, 1.187, -0.153 
7370, 2.357, 0.641 
7025, 1.530, 1.494 
9261, -2.231, -0.597 
9260, -2.337, -0.681 
8196, -2.527, -0.113 
9269, -2.581, -0.930 
5154, 0.637, 0.527 
7875, 1.109, 0.629 
7876, 0.358, -0.866 
7877, 1.194, 0.950 
7870, 1.570, -0.523 
7871, 1.986, -1.030 
7873, 1.708, -1.044 
5660, -3.156, -0.573 
7878, 1.194, 0.950 
7879, 1.194, 0.950 
4800, -2.860, -0.750 
4803, -1.746, -0.301 
4804, -3.221, -0.671 
4805, -3.223, -0.678 
6309, 1.127, 0.617 
6304, 1.083, 0.825 
6307, 1.143, 0.603 
9082, -2.379, -1.442 
9081, -2.687, -0.861 
9080, -2.660, -0.828 
9649, 1.535, -1.346 
9648, 1.399, -1.519 
9317, 1.090, 0.553 
9644, 1.034, -0.164 
9647, 0.862, -0.138 
9646, 0.605, -0.167 
9313, -0.189, -0.023 
9312, -0.289, -0.407 
9643, 0.605, -0.167 
9642, 0.801, -0.143 
7272, 0.797, -1.669 
8957, -2.716, -0.916 
5089, -1.244, 2.771 
7271, 1.111, 0.332 
8952, -2.287, -0.721 
8953, -3.365, -0.254 
8950, -2.179, -0.344 
8951, -2.220, -0.527 
5083, 1.095, 0.627 
5082, -3.154, -0.583 
5081, 0.569, 0.895 
5080, -3.154, -0.583 
5087, -3.010, -0.612 
5086, -3.037, -0.601 
5085, -1.702, -0.838 
8959, -2.222, 0.182 
9793, 1.679, 2.081 
9792, 1.624, 1.917 
9791, -2.587, -0.200 
9790, 3.171, 4.751 
9796, 2.321, 0.570 
6830, 1.225, -0.781 
6837, 1.237, 0.364 
6836, 1.237, 0.364 
6835, 1.237, 0.364 
6834, 3.150, -0.877 
6839, 0.501, -0.667 
6838, 1.237, 0.364 
5330, -1.734, 0.446 
5333, -1.764, -0.049 
5332, -1.734, 0.446 
5335, 1.193, -0.937 
5334, -1.764, -0.049 
5337, 1.322, -1.102 
8005, -3.247, -0.483 
5339, 1.835, -1.419 
5338, 1.645, -1.009 
8822, -1.519, 1.196 
8826, -2.760, -1.297 
8827, -2.263, -0.920 
8824, 1.126, 0.619 
8825, -2.154, 0.089 
8828, -2.362, -0.771 
8829, -2.644, 0.091 
9166, -0.751, 0.460 
8778, 1.012, 0.080 
8779, 2.458, 0.546 
8771, 0.595, -1.150 
8776, 0.556, -0.604 
8777, 2.668, 0.718 
8774, 0.150, -0.712 
8775, 0.556, -0.604 
7642, -2.528, -1.039 
7640, -3.237, -0.842 
6543, 0.750, 2.086 
7030, 1.263, 0.414 
7083, 1.569, 1.537 
5429, -0.798, -1.302 
5428, -0.486, 1.427 
7086, 0.700, -1.266 
5425, 1.808, 4.997 
7088, 0.700, -1.266 
5427, 2.659, 6.153 
5426, 1.640, 4.310 
5421, -2.371, -1.378 
9016, -2.859, -0.255 
5423, -2.940, -1.251 
5422, -2.072, -1.217 
6460, -2.043, 0.247 
9017, -0.847, 0.286 
6461, -0.436, 0.494 
6462, -0.854, 0.419 
9011, -2.919, -0.287 
6495, 0.991, -1.397 
6494, 0.880, -0.666 
6497, 0.672, -0.407 
9804, 2.172, 3.212 
6491, 0.999, 0.411 
7036, -3.847, 0.072 
6493, 0.757, 0.207 
7927, -1.413, -0.725 
9013, -2.388, -0.765 
6499, 0.588, -0.463 
7581, -2.604, -0.575 
5520, -3.938, -0.113 
5521, -2.919, 0.913 
5523, -0.129, 0.537 
5524, -0.107, 0.532 
5525, -0.106, 0.530 
5526, -0.142, 0.558 
5527, -0.478, 0.471 
5528, -0.665, 0.602 
6940, 0.167, -1.131 
6947, 1.155, 0.567 
4962, -1.439, 1.100 
7920, 1.194, 0.950 
7297, 2.253, -3.412 
7469, 1.079, 0.623 
5491, -0.652, 0.150 
7298, 0.030, 3.715 
7299, 2.613, -1.378 
9384, 0.982, 0.169 
8398, -0.630, 0.154 
8399, -1.045, 0.068 
8396, 1.291, -0.678 
8390, -0.101, -0.192 
8552, 1.109, -1.472 
8553, -2.286, -0.893 
8551, 1.124, 0.621 
8008, 2.146, -1.097 
8557, 1.337, -0.307 
8004, 0.877, -1.374 
5256, 0.172, -0.211 
8000, 1.099, 0.623 
8001, -3.249, -0.482 
8002, -3.144, -0.644 
8003, 0.727, -1.400 
5638, 2.380, -3.472 
6542, 1.123, 0.682 
6541, 1.855, -0.130 
6540, 1.762, -0.061 
6975, 0.273, -1.216 
8480, 1.352, -0.522 
8481, 1.881, -0.738 
8482, 1.010, 0.649 
8483, 1.013, 0.649 
8485, 1.352, -0.524 
8486, 1.354, -0.524 
7462, 0.599, -0.276 
7461, 0.600, 0.104 
7466, 0.511, -1.312 
7464, 0.904, 0.568 
